error
0.913208
0.200629
0.853459
0.86478
0.900629
0.827673
0.903774
0.833962
0.833962
0.83522
0.813208
0.736478
0.728302
0.620126
0.684277
0.715723
0.62956
0.61761
0.610063
0.681132
0.640881
0.584277
0.571698
0.579245
0.583648
0.61195
0.574843
0.53522
0.504402
0.600629
0.60566
0.524528
0.574214
0.604403
0.537736
0.474214
0.455975
0.497484
0.585535
0.550943
0.499371
0.53522
0.467296
0.479874
0.537107
0.491824
0.53522
0.488679
0.501258
0.522641
0.461006
0.50566
0.490566
0.467296
0.485535
0.477358
0.492453
0.494969
0.50566
0.522013
0.450943
0.472956
0.494969
0.477987
0.526415
0.49434
0.501258
0.490566
0.496855
0.460377
0.481761
0.524528
0.525157
0.493082
0.564151
0.516981
0.47673
0.526415
0.514465
0.520755
0.505031
0.513837
0.48805
0.491195
0.501887
0.511321
0.493082
0.494969
0.507547
0.506918
0.507547
0.490566
0.508805
0.491195
0.487421
0.489308
0.525786
0.515723
0.5
0.502516
0.477358
0.508176
0.5
0.494969
0.481761
0.528931
0.533333
0.484906
0.503145
0.501258
0.520755
0.459119
0.483019
0.493711
0.530818
0.52956
0.491195
0.503145
0.536478
0.471069
0.507547
0.476729
0.538365
0.498742
0.522642
0.497484
0.48805
0.51761
0.531447
0.518868
0.498742
0.488679
0.495597
0.515723
0.544654
0.506918
0.489937
0.505031
0.524528
0.507547
0.527044
0.489937
0.457233
0.508805
0.511321
0.483019
0.496855
0.522013
0.503774
0.496855
0.487421
0.493711
0.506289
0.481761
0.481132
0.516352
0.505031
0.52327
0.510692
0.484277
0.466038
0.485535
0.483648
0.475472
0.520755
0.479245
0.472327
0.466038
0.467296
0.460377
0.466667
0.491195
0.504402
0.498113
0.486793
0.472956
0.474843
0.518868
0.489308
0.473585
0.472956
0.510692
0.509434
0.481761
0.476101
0.471069
0.484906
0.477987
0.523899
0.509434
0.491824
0.491824
0.457862
0.493711
0.472327
0.485535
0.488679
0.491195
0.485535
0.465409
0.461006
0.444654
0.479245
0.461006
0.475472
0.484277
0.464151
0.460377
0.448428
0.472327
0.491824
0.460377
0.475472
0.463522
0.453459
0.459748
0.471698
0.477987
0.490566
0.484277
0.479874
0.46478
0.467296
0.466667
0.483019
0.454717
0.483648
0.481132
0.469811
0.442138
0.493082
0.455975
0.464151
0.489937
0.457233
0.461635
0.46478
0.444654
0.469182
0.469811
0.479874
0.455975
0.481132
0.472327
0.46478
0.469811
0.444025
0.44717
0.459748
0.462893
0.425157
0.464151
0.442138
0.467925
0.461635
0.442767
0.43522
0.459748
0.438994
0.463522
0.437107
0.440252
0.468553
0.476101
0.439623
0.457233
0.418239
0.460377
0.450314
0.44717
0.450314
0.446541
0.438994
0.468553
0.462264
0.425157
0.47044
0.450315
0.430818
0.448428
0.462893
0.425786
0.428931
0.437107
0.413208
0.447799
0.438994
0.439623
0.445912
0.45283
0.475472
0.428302
0.442138
0.433333
0.425157
0.422641
0.42327
0.467925
0.437107
0.432075
0.441509
0.411321
0.43522
0.453459
0.42956
0.415723
0.456604
0.43522
0.435849
0.432075
0.407547
0.432704
0.425157
0.447799
0.426415
0.432704
0.442138
0.449057
0.422013
0.420755
0.427044
0.433333
0.411321
0.430818
0.448428
0.418868
0.443396
0.395597
0.419497
0.422013
0.398742
0.432076
0.420126
0.426415
0.418239
0.418239
0.422642
0.433962
0.40566
0.393082
0.401887
0.423899
0.40566
0.44088
0.423899
0.423899
0.405031
0.415723
0.434591
0.421384
0.422013
0.424528
0.432704
0.438994
0.418868
0.455346
0.416981
0.411321
0.437736
0.413208
0.42327
0.397484
0.430189
0.4
0.415723
0.434591
0.440252
0.420755
0.42327
0.375472
0.415723
0.389308
0.394969
0.411321
0.41761
0.425157
0.411321
0.416981
0.423899
0.391195
0.405031
0.399371
0.391195
0.386164
0.391195
0.383019
0.391195
0.393082
0.386792
0.397484
0.386164
0.403145
0.408176
0.403145
0.398742
0.400629
0.395597
0.388679
0.413836
0.420126
0.413208
0.420126
0.39434
0.368553
0.394969
0.367296
0.380503
0.4
0.386792
0.39434
0.404403
0.371069
0.385535
0.350943
0.378616
0.410063
0.384277
0.373585
0.389937
0.408176
0.391195
0.376101
0.396226
0.384906
0.383019
0.387421
0.396226
0.386792
0.373585
0.390566
0.380503
0.372327
0.405031
0.37673
0.379245
0.358491
0.391195
0.383648
0.396226
0.383019
0.377987
0.369811
0.376101
0.378616
0.356604
0.379245
0.387421
0.363522
0.355975
0.37673
0.380503
0.369182
0.350314
0.376101
0.384277
0.366667
0.369811
0.357233
0.361635
0.356604
0.369811
0.353459
0.360377
0.369182
0.363522
0.338994
0.355346
0.35912
0.355346
0.357862
0.352201
0.345912
0.337736
0.330189
0.366038
0.343396
0.357862
0.357233
0.350943
0.347799
0.360377
0.369182
0.359748
0.343396
0.359748
0.354717
0.34717
0.349686
0.337736
0.344025
0.338994
0.349057
0.330818
0.342767
0.345912
0.341509
0.326415
0.326415
0.324528
0.366667
0.352201
0.338994
0.335849
0.340252
0.327673
0.33522
0.318239
0.310063
0.307547
0.326415
0.330189
0.337736
0.322013
0.324528
0.320126
0.315094
0.316981
0.313836
0.321384
0.331447
0.306289
0.328302
0.312579
0.30566
0.298742
0.313836
0.291195
0.338994
0.314465
0.327044
0.286164
0.345283
0.315094
0.293711
0.294969
0.276101
0.302516
0.293082
0.313208
0.31761
0.31195
0.308176
0.297484
0.306289
0.303145
0.296855
0.290566
0.307547
0.294969
0.294969
0.292453
0.28239
0.281132
0.292453
0.312579
0.314465
0.310063
0.301258
0.298113
0.277987
0.292453
0.283019
0.277987
0.262264
0.283648
0.293082
0.296226
0.274214
0.278616
0.287421
0.295597
0.277359
0.290566
0.294969
0.269811
0.269811
0.272956
0.274214
0.285535
0.271698
0.283019
0.286164
0.296226
0.276101
0.269182
0.29434
0.28805
0.272327
0.274214
0.263522
0.27673
0.283019
0.276101
0.283648
0.277359
0.272956
0.263522
0.267296
0.261635
0.268553
0.255975
0.260377
0.252201
0.273585
0.269811
0.259748
0.257233
0.252201
0.281132
0.255975
0.280503
0.250943
0.285535
0.269182
0.269811
0.272956
0.25283
0.26478
0.267925
0.240881
0.250314
0.25912
0.246541
0.251572
0.251572
0.238365
0.258491
0.259748
0.252201
0.262264
0.243396
0.241509
0.255346
0.244654
0.261006
0.235849
0.246541
0.245912
0.243396
0.244654
0.25283
0.273585
0.243396
0.255975
0.249686
0.257233
0.228302
0.24717
0.235849
0.216981
0.227673
0.220126
0.227673
0.218239
0.225786
0.235849
0.228931
0.250943
0.218868
0.262264
0.237107
0.224528
0.234591
0.232075
0.224528
0.211321
0.232704
0.233333
0.205031
0.232075
0.209434
0.225157
0.210692
0.225157
0.197484
0.22956
0.224528
0.224528
0.218239
0.230189
0.20566
0.197484
0.210692
0.207547
0.209434
0.210063
0.204403
0.198113
0.201258
0.206289
0.207547
0.223899
0.2
0.212579
0.190566
0.20566
0.195597
0.194969
0.19434
0.216352
0.214465
0.198113
0.177358
0.189308
0.202516
0.193711
0.185535
0.210692
0.184277
0.187421
0.181761
0.197484
0.172327
0.183648
0.191195
0.204402
0.180503
0.198742
0.176101
0.187421
0.169811
0.174214
0.18805
0.180503
0.181132
0.190566
0.179874
0.169182
0.176101
0.184277
0.178616
0.180503
0.175472
0.180503
0.196226
0.177358
0.179245
0.179245
0.174214
0.198113
0.183019
0.177987
0.179874
0.186792
0.191824
0.186164
0.17044
0.191195
0.160377
0.165409
0.158491
0.162893
0.157233
0.160377
0.173585
0.17673
0.18239
0.163522
0.154088
0.165409
0.155975
0.169811
0.155346
0.15912
0.157233
0.166667
0.166038
0.165409
0.150943
0.141509
0.148428
0.152201
0.154088
0.157233
0.142138
0.154717
0.148428
0.155346
0.148428
0.165409
0.150943
0.140881
0.142138
0.142138
0.136478
0.149686
0.137107
0.131447
0.138994
0.135849
0.140252
0.138365
0.141509
0.147799
0.126415
0.133333
0.137736
0.142767
0.146541
0.131447
0.140252
0.139623
0.13522
0.125157
0.136478
0.131447
0.136478
0.130818
0.120755
0.130189
0.119497
0.119497
0.105031
0.126415
0.120755
0.116352
0.132075
0.116352
0.110063
0.11195
0.122642
0.132704
0.122013
0.118868
0.132704
0.116352
0.133333
0.119497
0.110063
0.128302
0.119497
0.115723
0.133962
0.120755
0.128931
0.119497
0.126415
0.122013
0.112579
0.118868
0.108805
0.112579
0.0937107
0.110692
0.103145
0.115723
0.0930818
0.103774
0.112579
0.0886792
0.0949685
0.100629
0.0962264
0.105031
0.0899371
0.0874214
0.0968554
0.0987421
0.105031
0.0937107
0.1
0.0855346
0.0930817
0.0849057
0.0981132
0.101258
0.10566
0.0924528
0.101258
0.0993711
0.0930818
0.0949686
0.0943396
0.0955975
0.0849056
0.0855346
0.0987421
0.0974843
0.0836478
0.106918
0.0823899
0.0842767
0.0893082
0.0805031
0.0792453
0.0855346
0.0849057
0.0899371
0.0836478
0.0962264
0.091195
0.0874214
0.0893082
0.0805031
0.0893082
0.091195
0.0899371
0.0742138
0.0792453
0.0798742
0.0767296
0.0880503
0.0786164
0.0805031
0.0754717
0.081761
0.0754717
0.081761
0.0849057
0.0773585
0.0786164
0.090566
0.0716981
0.0836478
0.0798742
0.0742138
0.0754717
0.072327
0.0811321
0.0830189
0.0805031
0.0742138
0.0792453
0.0805031
0.0842767
0.0698113
0.0773585
0.0748428
0.0767296
0.0716981
0.0786164
0.072956
0.0654088
0.0735849
0.0754717
0.0761006
0.0610063
0.072327
0.0679245
0.0679245
0.0666667
0.0647799
0.0679245
0.0666667
0.0628931
0.0660377
0.0610063
0.0610063
0.0698113
0.0610063
0.0716981
0.0691824
0.0591195
0.0584906
0.0666667
0.0616352
0.0566038
0.0616352
0.0503145
0.0628931
0.0603774
0.0597484
0.0679245
0.054717
0.0654088
0.0553459
0.0597484
0.0628931
0.054717
0.0515723
0.0534591
0.0496855
0.0603774
0.0578616
0.0559748
0.0465409
0.0691824
0.0622641
0.0515723
