-0.245232,-0.338997,-0.763125,-0.878093,-0.950193,-1
-0.064979,-0.105491,-0.324103,-0.726346,-0.813455,-0.664915
0.167454,0.140244,0.111622,-0.0834979,-0.152532,-0.45138
0.185184,0.188821,0.635863,0.635972,0.311787,0.141584
0.676626,0.993613,0.854056,0.941163,0.784022,0.409311
0.800028,0.857038,0.866966,1,0.827353,0.649312
