error
11.2667
16.3
17.1333
17.7333
19.5
16.9667
16.4333
19.6333
19.3667
19.7
16.3333
17.8333
17.4667
15.2667
16.6333
20.7667
19.0667
16.1667
17.3
18.1
16.5333
19.1
18.1333
19.7
21.3333
21
23.1
19.6333
18.6333
17.5667
20.9333
17.4
20.8333
19
16.3667
17.8667
18.2667
16.3
19.5
17.2667
17.1
15.9
18.6333
19.5333
19.9333
17.4667
17.8
17.4667
16.1
17.5
15.5333
16.1667
17.5333
18.4333
16
17.1
16.7667
15.9
17.1
16.5
13.2667
14.3667
18.3
13.8667
13.8667
13.5667
15.9333
14.3
12.7333
15.1667
14.9
14.2667
16.1667
14.9333
16.2667
13.6333
18.4
12.7667
13.7
13.5667
12.3333
13.6667
15.6667
14.4333
12.3667
14.0667
17.1667
13.8
13.3
14.1667
14.7
13.0333
13.8667
13.2333
11.4
13.5
11.6667
13.8
12.5
11.5667
12.7667
13.4
12.3
11.1333
11.6
12.5667
11.2667
12.4
11.3333
11.5
11.4
13.0333
11.6333
10.0667
11.8
13
11.4
10.2333
11.8
10.4333
11.0667
11.4667
12.6667
11.4667
12.1
12.6667
12.3333
9.73333
11.5333
11.4667
11.4667
10.3667
10.1
11.5
10.9
9.3
10.8
11.8333
10
12.4333
10.1
12.2
10.5333
9.5
10.9
9.8
9.66667
10.4333
11.4
9.66667
11
10.1
8.6
12.2333
10.9667
12.3
9.93333
10.9333
9.53333
10.0667
10.5
9.6
10.1
10.5
9
10.0333
8.4
9.63333
10.7333
9.56667
9.06667
8.86667
8.9
8.93333
10.5333
9.2
9.63333
10.4333
10.4
9.53333
9.4
9.83333
8.83333
9.83333
9.5
9.63333
9.13333
10.3
9.3
8.73333
9.06667
11.1667
10.2
9.8
10.8667
8.93333
9.73333
9.3
10.0667
9.96667
8.43333
9.86667
9.16667
8.6
9.2
8.9
9.96667
9.23333
9.06667
8.7
9.96667
8.73333
7.96667
10
9.63333
8.7
9.5
8.96667
9.33333
8.43333
9
9.36667
8.86667
10.2667
9.86667
8.1
9.1
9.1
9.23333
9.33333
8.26667
9
9.4
9.03333
8.93333
9.26667
9.7
8.7
8.73333
9.3
8.83333
9.76667
8.66667
8.96667
9.26667
9.33333
8.8
9
8.43333
8.83333
9.36667
9.23333
8.83333
10.2667
9
9.46667
8.9
8.1
8.73333
8.5
8.53333
8.56667
8.43333
9.2
8.83333
8.7
8.96667
8.5
8.56667
9.6
9.5
9.73333
9.1
8.1
9.3
9.2
8.4
8.8
8.8
9.43333
8.5
8.8
9.2
8.7
8.26667
9.4
9.33333
9.56667
9.06667
9.13333
8.7
8.96667
9.23333
9.53333
8.1
9.46667
8.96667
8.3
8.46667
8.63333
9.06667
8.83333
9.3
9.83333
8.43333
8.53333
8.96667
8.86667
8.46667
9.13333
8.6
8.63333
8.83333
8.56667
8.9
8.4
8.96667
9
8.86667
8.9
9.1
8.4
9.5
8.5
9.23333
8.93333
8.63333
8.96667
8.86667
8.56667
9.23333
8.43333
8.33333
8.8
8.83333
8.8
8.63333
8.56667
9.06667
8.76667
8.66667
8.8
8.9
8.3
8.86667
8.5
9
8.96667
9
8.56667
8.8
8.66667
8.63333
9.7
8.63333
8.96667
8.7
9.36667
9.3
9.03333
9.06667
9.13333
8.66667
9.46667
8.93333
8.53333
8.56667
8.66667
8.9
9.33333
8.6
8.86667
8.93333
8.96667
9.03333
7.9
9.26667
8.36667
8.66667
8.83333
8.86667
8.7
9.23333
8.6
8.76667
8.76667
8.93333
8.9
8.8
8.66667
8.36667
9.3
9.1
8.96667
9.16667
8.53333
8.53333
8.9
8.66667
9.13333
9.16667
9.46667
9.23333
8.46667
8.83333
9
8.6
9.66667
8.56667
